0,1,2,3
-0.13226994099606199,-0.13969293127137494,0.1204767681754009,-0.8375798497882974
0.4278673647634565,0.7954127514168775,-0.5521250854977208,1.1572901762418533
0.46394488864257344,1.7019950918047007,0.03133676347173392,-0.32671212795945853
0.11048720162783236,0.22289331200190254,-0.7547160052787816,-0.9040119683897637
2.209696658387145,0.429843557699739,-0.45488144400281155,0.12566215910536704
-0.26463069276014595,0.9970063696023893,1.6439604849289775,-0.3370845700278569
0.7540348488423104,1.0092849098713323,1.6925823056764326,0.3808818745472471
0.17676158110459544,0.43550732892797966,1.749307763215129,-0.7151176988943819
2.1240151587921448,0.3131640237302367,1.757411400006372,-0.6092244655058133
-0.47491385663259983,-1.2534043328590263,-0.4791923543765387,-0.28816842651013214
-0.36552745160195965,-1.3222540944757657,-1.4678360429081152,-1.7146014205345386
1.0681849566068693,-0.41136784582218644,0.34737859833018914,-1.8919584971416528
0.6473790870397498,-0.48477885737513904,0.015129489889249406,-0.2080818645993957
-2.5130724807027987,-1.0207007790191642,0.21772040967031014,0.0641779715179192
0.7948695997678052,-2.0079992276059695,0.2906531407914919,1.0137354617801875
0.5953643579216401,1.021387058488963,-0.42246689683784183,-0.6539765628190154
1.0136909914314762,-0.9438928708204412,-1.3057633070832666,-0.37326520738752567
0.34812482110665366,-1.702884389311765,-1.411110585369418,0.8612452956686876
1.6304288551106816,0.08540946360679244,0.40410405586888637,0.11061361454748195
-1.93695568684397,-0.6018695177425264,0.36358587191267366,0.07896927437350931
-0.4235656672612328,1.112249181627785,0.8660113529697043,-0.21128255491545542
0.09718994451097139,2.294624899427347,0.9065295369259163,-0.7787034250465451
-1.3566800630170357,-0.7884774662571735,-1.4840433164906002,0.2921836522469307
1.3463348453911645,0.687572664716924,-0.5359178119152359,-0.7711200047944878
-0.6219652026804744,-0.6001693578276136,-1.2652451231270545,-0.5028522013722175
-0.3804082418967271,-1.5701857571214686,-0.3981559864641143,0.1387245844674925
-0.39934156513536634,0.09332630664443829,0.20151313608782562,-1.2258420490504696
0.4288233696752072,0.433669706081304,-0.5521250854977208,0.05485585719638157
0.43778349571912933,-1.6985055653762802,-1.2895560335007816,0.4108014084427898
0.06542351698651726,-1.0599200768198396,0.09616585780167342,-0.15190208142187456
0.7869703021148888,-0.8580718427686013,-1.370592401413206,0.14401796977964718
-1.1873400248368293,0.4077859299073159,1.6925823056764326,0.20320585211226494
-1.2293872646053576,-0.12408613754530287,-1.3381778542482363,-0.39930856054958347
